job_id,company_id,company_name,job_title,job_url,source,location_text,remote_policy,nyc_relevance,posted_date,job_type,salary_range,equity_range,min_experience,skills,seniority,role_family,operator_need_tags,ai_surface_tags,leadership_flag,operator_adjacent,classification_method,classification_confidence,manual_review_flag,collected_at
waas-79490,yc-29474,Spur,Founding Designer,https://www.workatastartup.com/jobs/79490,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$140K - $220K,0.05% - 0.20%,3+ years,Figma,founding,design,agent_workflows|reporting_bi,agents|voice_audio|health_ai,,0,keyword,0.9,0,2026-07-08T02:51:47Z
waas-82112,yc-29474,Spur,Founding Engineer Infra/Backend - Spur,https://www.workatastartup.com/jobs/82112,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$180K - $250K,0.40% - 0.60%,6+ years,Amazon Web Services (AWS)|Microsoft Azure|Kubernetes|Python|Docker,founding,product_engineering,model_eval_observability|agent_workflows|infra_platform,agents|health_ai,,0,keyword,0.9,0,2026-07-08T02:51:47Z
waas-97596,yc-30845,Structured AI,Founding Operations Lead,https://www.workatastartup.com/jobs/97596,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$90K - $110K,0.20% - 0.80%,1+ years,,founding,ops_finance_people,agent_workflows|customer_implementation|security_compliance,agents|finance_ai,,0,keyword,0.9,0,2026-07-08T02:51:51Z
waas-98428,yc-30845,Structured AI,Founding Account Executive ,https://www.workatastartup.com/jobs/98428,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$130K - $220K,0.30% - 1.50%,3+ years,,founding,gtm_sales_cs,agent_workflows,agents,,0,keyword,0.9,0,2026-07-08T02:51:51Z
waas-97727,yc-30845,Structured AI,Forward Deployed Architect (Founding Team),https://www.workatastartup.com/jobs/97727,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$90K - $140K,0.10% - 1.00%,1+ years,,founding,forward_deployed_solutions,agent_workflows|customer_implementation|workflow_automation,agents|llm_applications,,1,keyword,0.9,0,2026-07-08T02:51:51Z
waas-91252,yc-30845,Structured AI,Structural Design Engineer (Founding Team/Consultant),https://www.workatastartup.com/jobs/91252,workatastartup,"New York, NY, US / Remote (US)",hybrid,nyc_optional,,Full-time,$90K - $140K,0.10% - 1.00%,1+ years,,founding,design,agent_workflows|workflow_automation,agents,,0,keyword,0.9,0,2026-07-08T02:51:51Z
waas-85823,yc-30845,Structured AI,Founding Engineer,https://www.workatastartup.com/jobs/85823,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$120K - $250K,0.50% - 2.00%,Any (new grads ok),Python|TypeScript|Computer Vision,founding,product_engineering,data_pipeline|security_compliance|infra_platform,computer_vision,,0,keyword,0.9,0,2026-07-08T02:51:51Z
waas-74233,yc-1878,Swayable,Senior Python Engineer: AI and Scientific Computing,https://www.workatastartup.com/jobs/74233,workatastartup,"San Francisco, CA, US / New York, NY, US / Washington, DC, US / Remote (US)",hybrid,nyc_optional,,Full-time,$150K - $220K,,3+ years,Python|Machine Learning|Data Analytics,senior,product_engineering,infra_platform,,,0,keyword,0.9,0,2026-07-08T02:51:53Z
waas-70492,yc-28796,Sweetspot,Backend/Data Engineer,https://www.workatastartup.com/jobs/70492,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$130K - $200K,0.25% - 1.50%,Any (new grads ok),Amazon Web Services (AWS)|PostgreSQL|Python|Redis|SQL|Docker|Data Modeling,mid,data_engineering,data_pipeline|infra_platform|reporting_bi,llm_applications|data_ai,,1,keyword,0.9,0,2026-07-08T02:51:56Z
waas-70493,yc-28796,Sweetspot,Frontend/Full-stack Engineer,https://www.workatastartup.com/jobs/70493,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$130K - $200K,0.25% - 1.50%,Any (new grads ok),Amazon Web Services (AWS)|Python|React|TypeScript|Chatbots|Design systems|Next.js,mid,product_engineering,data_pipeline,llm_applications|data_ai,,0,keyword,0.9,0,2026-07-08T02:51:56Z
waas-98597,yc-26870,Thera,Finance Analyst - NYC,https://www.workatastartup.com/jobs/98597,workatastartup,New York,onsite,nyc_required,,Full-time,$65K - $80K,0.01% - 0.25%,Any (new grads ok),,mid,ops_finance_people,product_analytics|security_compliance|infra_platform|reporting_bi,finance_ai,,0,keyword,0.9,0,2026-07-08T02:52:02Z
waas-95621,yc-26870,Thera,Staff Engineer,https://www.workatastartup.com/jobs/95621,workatastartup,New York,onsite,nyc_required,,Full-time,$100K - $250K,0.01% - 0.47%,3+ years,Java|Kotlin,senior,product_engineering,security_compliance|infra_platform|internal_tools,finance_ai,,0,keyword,0.9,0,2026-07-08T02:52:02Z
waas-85422,yc-26870,Thera,Founding Engineer,https://www.workatastartup.com/jobs/85422,workatastartup,New York,onsite,nyc_required,,Full-time,$100K - $250K,0.01% - 0.50%,3+ years,Java|Kotlin,founding,product_engineering,metrics_governance,agents|finance_ai,,0,keyword,0.9,0,2026-07-08T02:52:02Z
waas-94612,yc-26870,Thera,GTM Lead,https://www.workatastartup.com/jobs/94612,workatastartup,New York,onsite,nyc_required,,Full-time,$100K - $150K,0.01% - 0.50%,5+ years,,lead,gtm_sales_cs,product_analytics|customer_implementation|gtm_analytics|reporting_bi,finance_ai,,0,keyword,0.9,0,2026-07-08T02:52:02Z
waas-95618,yc-26870,Thera,Marketing Lead,https://www.workatastartup.com/jobs/95618,workatastartup,New York,onsite,nyc_required,,Full-time,$80K - $150K,0.01% - 0.50%,5+ years,,lead,gtm_sales_cs,metrics_governance|gtm_analytics|security_compliance,voice_audio|finance_ai,,0,keyword,0.9,0,2026-07-08T02:52:02Z
waas-94611,yc-26870,Thera,Partnerships Lead,https://www.workatastartup.com/jobs/94611,workatastartup,New York,onsite,nyc_required,,Full-time,$100K - $150K,0.01% - 0.50%,5+ years,,lead,gtm_sales_cs,metrics_governance|reporting_bi,finance_ai,,0,keyword,0.9,0,2026-07-08T02:52:02Z
waas-69497,yc-29689,Tivara,"Founding Backend Engineer, AI Agents",https://www.workatastartup.com/jobs/69497,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$120K - $225K,0.50% - 1.00%,3+ years,,founding,product_engineering,model_eval_observability|agent_workflows,agents|voice_audio|health_ai,founding_ai,0,keyword,0.9,0,2026-07-08T02:52:03Z
waas-52364,yc-22991,Topline Pro,Senior Product Designer,https://www.workatastartup.com/jobs/52364,workatastartup,"Boston, MA",onsite,not_nyc,,Full-time,$150K - $170K,,3+ years,Wireframing|Figma,senior,design,reporting_bi,health_ai,,0,keyword,0.9,0,2026-07-08T02:52:08Z
waas-78315,yc-22991,Topline Pro,Senior Product Manager,https://www.workatastartup.com/jobs/78315,workatastartup,"Boston, MA, US",onsite,not_nyc,,Full-time,$160K - $175K,,3+ years,,senior,product_management,agent_workflows,agents|health_ai|finance_ai,,0,keyword,0.9,0,2026-07-08T02:52:08Z
waas-83378,yc-22991,Topline Pro,Performance Marketing Manager,https://www.workatastartup.com/jobs/83378,workatastartup,"Brooklyn, New York",onsite,nyc_required,,Full-time,,,,,mid,gtm_sales_cs,gtm_analytics|security_compliance|infra_platform|reporting_bi,voice_audio|health_ai|finance_ai,,0,keyword,0.9,0,2026-07-08T02:52:08Z
waas-79938,yc-22991,Topline Pro,Lead Generation Manager,https://www.workatastartup.com/jobs/79938,workatastartup,Remote,remote,remote_us,,Full-time,$100K - $120K,,6+ years,,lead,gtm_sales_cs,metrics_governance|product_analytics|model_eval_observability|gtm_analytics|infra_platform|reporting_bi,voice_audio|health_ai|finance_ai|robotics,,0,manual_review,0.95,0,2026-07-08T02:52:08Z
waas-60451,yc-22991,Topline Pro,Customer Success Manager,https://www.workatastartup.com/jobs/60451,workatastartup,"NY, US / New York, NY, US",onsite,nyc_required,,Full-time,$65K - $70K,,1+ years,,mid,gtm_sales_cs,gtm_analytics,health_ai,,0,keyword,0.9,0,2026-07-08T02:52:08Z
waas-97385,yc-29246,Tracecat,Founding Engineer (Full-stack),https://www.workatastartup.com/jobs/97385,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$140K - $220K,0.50% - 2.00%,Any (new grads ok),Python|React|TypeScript|Next.js,founding,product_engineering,agent_workflows|customer_implementation|infra_platform,agents|health_ai,,0,keyword,0.9,0,2026-07-08T02:52:11Z
waas-98390,yc-29246,Tracecat,Founding Forward Deployed Engineer (Security),https://www.workatastartup.com/jobs/98390,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$140K - $200K,0.25% - 1.00%,1+ years,Information Security|Data Analytics|AI Agents,founding,forward_deployed_solutions,data_pipeline|model_eval_observability|agent_workflows|security_compliance|internal_tools,agents|health_ai,,1,keyword,0.9,0,2026-07-08T02:52:11Z
waas-90432,yc-30274,Trata,Founding Engineer,https://www.workatastartup.com/jobs/90432,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$170K - $225K,1.25% - 3.00%,1+ years,Python|React|TypeScript|Next.js,founding,product_engineering,infra_platform,,,0,keyword,0.9,0,2026-07-08T02:52:16Z
waas-91925,yc-30274,Trata,Chief of Staff,https://www.workatastartup.com/jobs/91925,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$125K - $150K,0.15% - 0.50%,Any (new grads ok),,head,founder_operator_generalist,,health_ai|finance_ai,,0,keyword,0.9,0,2026-07-08T02:52:16Z
waas-94620,yc-30274,Trata,Research Scientist Intern,https://www.workatastartup.com/jobs/94620,workatastartup,"San Francisco, CA, US / New York, NY, US",onsite,nyc_required,,Internship,$10K - $17K / monthly,,,,junior,data_science_research,model_eval_observability,,,1,keyword,0.9,0,2026-07-08T02:52:16Z
waas-93284,yc-30274,Trata,Business Operations Intern,https://www.workatastartup.com/jobs/93284,workatastartup,"New York, NY, US / Remote (US)",hybrid,nyc_optional,,Internship,$15 - $30 / hourly,,,,junior,ops_finance_people,,,,0,keyword,0.9,0,2026-07-08T02:52:16Z
waas-83902,yc-30274,Trata,Founding Product Designer OR Design Engineer,https://www.workatastartup.com/jobs/83902,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$125K - $200K,0.25% - 0.75%,Any (new grads ok),Figma|Photoshop|Illustrator|Next.js,founding,design,,,,0,keyword,0.9,0,2026-07-08T02:52:16Z
waas-97442,yc-23539,Triomics,Account Manager,https://www.workatastartup.com/jobs/97442,workatastartup,New York Office / Remote (US),hybrid,nyc_optional,,Full-time,,,5+ years,,mid,gtm_sales_cs,gtm_analytics|reporting_bi,health_ai,,0,keyword,0.9,0,2026-07-08T02:52:25Z
waas-97440,yc-23539,Triomics,Platform Engineer,https://www.workatastartup.com/jobs/97440,workatastartup,New York Office / Remote (US),hybrid,nyc_optional,,Full-time,,,Any (new grads ok),,mid,product_engineering,data_pipeline|metrics_governance|model_eval_observability|agent_workflows|customer_implementation|infra_platform,health_ai|data_ai,,0,keyword,0.9,0,2026-07-08T02:52:25Z
waas-97438,yc-23539,Triomics,Implementation Project Manager,https://www.workatastartup.com/jobs/97438,workatastartup,New York Office / Remote (US),hybrid,nyc_optional,,Full-time,,,5+ years,,mid,forward_deployed_solutions,security_compliance|reporting_bi,health_ai,,1,keyword,0.9,0,2026-07-08T02:52:25Z
waas-95981,yc-23539,Triomics,Director of Engineering,https://www.workatastartup.com/jobs/95981,workatastartup,"Bengaluru, KA, IN / Bengaluru, Karnataka, IN",onsite,not_nyc,,Full-time,₹10M - ₹20M INR,,11+ years,,head,product_engineering,model_eval_observability|agent_workflows|customer_implementation|security_compliance|infra_platform|reporting_bi,agents|health_ai|finance_ai,,0,keyword,0.9,0,2026-07-08T02:52:25Z
waas-95472,yc-23539,Triomics,Oncology Clinical Navigator,https://www.workatastartup.com/jobs/95472,workatastartup,"New York, NY, US / Remote (US)",hybrid,nyc_optional,,Full-time,$80K - $130K,,1+ years,,mid,forward_deployed_solutions,infra_platform,llm_applications|health_ai,,1,manual_review,0.95,0,2026-07-08T02:52:25Z
waas-92982,yc-23539,Triomics,Technical Support Engineer,https://www.workatastartup.com/jobs/92982,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$125K - $150K,,3+ years,Python|SQL,mid,gtm_sales_cs,data_pipeline|metrics_governance|agent_workflows|customer_implementation|infra_platform|reporting_bi,agents|health_ai|data_ai,,0,keyword,0.9,0,2026-07-08T02:52:25Z
waas-92981,yc-23539,Triomics,Forward Deployed ML Engineer,https://www.workatastartup.com/jobs/92981,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$170K - $190K,,1+ years,,mid,forward_deployed_solutions,model_eval_observability|agent_workflows|customer_implementation|reporting_bi,agents|llm_applications|health_ai,,1,keyword,0.9,0,2026-07-08T02:52:25Z
waas-92980,yc-23539,Triomics,Site Reliability Engineer,https://www.workatastartup.com/jobs/92980,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$150K - $200K,,3+ years,Amazon Web Services (AWS)|Microsoft Azure|Hibernate|Java|Kubernetes|Docker,mid,product_engineering,data_pipeline|metrics_governance|model_eval_observability|agent_workflows|customer_implementation|infra_platform|reporting_bi,agents|health_ai|data_ai,,0,keyword,0.9,0,2026-07-08T02:52:25Z
waas-92810,yc-23539,Triomics,Senior Talent Recruiter,https://www.workatastartup.com/jobs/92810,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$110K - $140K,,1+ years,,senior,ops_finance_people,agent_workflows|gtm_analytics|reporting_bi,agents|health_ai,,0,keyword,0.9,0,2026-07-08T02:52:25Z
waas-77209,yc-29257,Tuesday Labs,Open Call for Candidates,https://www.workatastartup.com/jobs/77209,workatastartup,New York City,onsite,nyc_required,,Full-time,,,,,mid,other,,robotics,,0,manual_review,0.95,0,2026-07-08T02:52:26Z
waas-77152,yc-28329,Type,Founding Product Engineer,https://www.workatastartup.com/jobs/77152,workatastartup,"NY, US",onsite,nyc_required,,Full-time,$175K - $250K,3.00% - 5.00%,3+ years,MongoDB|React|TypeScript,founding,product_engineering,infra_platform,llm_applications|health_ai,,0,keyword,0.9,0,2026-07-08T02:52:28Z
waas-95551,yc-29557,Ultra,Product Engineer,https://www.workatastartup.com/jobs/95551,workatastartup,"New York, United States",onsite,nyc_required,,Full-time,,,Any (new grads ok),,mid,product_engineering,warehouse_semantic_layer|agent_workflows|internal_tools,agents|robotics,,0,keyword,0.9,0,2026-07-08T02:52:35Z
waas-74646,yc-29557,Ultra,Robotics Software Engineer,https://www.workatastartup.com/jobs/74646,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$150K - $250K,0.10% - 1.00%,1+ years,Python,mid,product_engineering,model_eval_observability,robotics,,0,keyword,0.9,0,2026-07-08T02:52:35Z
waas-95553,yc-29557,Ultra,Senior Software Infrastructure Engineer,https://www.workatastartup.com/jobs/95553,workatastartup,"New York, United States",onsite,nyc_required,,Full-time,,,5+ years,,senior,product_engineering,warehouse_semantic_layer|agent_workflows|security_compliance|internal_tools,agents|robotics,,0,keyword,0.9,0,2026-07-08T02:52:35Z
waas-74651,yc-29557,Ultra,Machine Learning Scientist,https://www.workatastartup.com/jobs/74651,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$150K - $275K,0.10% - 1.25%,1+ years,Python|Machine learning,mid,ai_ml_engineering,warehouse_semantic_layer,robotics,,1,keyword,0.9,0,2026-07-08T02:52:35Z
waas-91231,yc-29557,Ultra,Senior Mechatronics Engineer - R&D,https://www.workatastartup.com/jobs/91231,workatastartup,"New York, United States",onsite,nyc_required,,Full-time,$150K - $225K,,3+ years,,senior,product_engineering,warehouse_semantic_layer,robotics,,0,keyword,0.9,0,2026-07-08T02:52:35Z
waas-86406,yc-29557,Ultra,Senior Machine Learning Engineer,https://www.workatastartup.com/jobs/86406,workatastartup,"NY, US",onsite,nyc_required,,Full-time,$175K - $275K,0.25% - 0.75%,3+ years,,senior,ai_ml_engineering,warehouse_semantic_layer,agents|robotics,,1,keyword,0.9,0,2026-07-08T02:52:35Z
waas-91233,yc-29557,Ultra,Senior Mechatronics Engineer - Robot Platform,https://www.workatastartup.com/jobs/91233,workatastartup,"New York, United States",onsite,nyc_required,,Full-time,,,,,senior,product_engineering,warehouse_semantic_layer|infra_platform,robotics,,0,keyword,0.9,0,2026-07-08T02:52:35Z
waas-68631,yc-27051,Unthread,Senior Fullstack Engineer,https://www.workatastartup.com/jobs/68631,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$150K - $200K,0.10% - 1.00%,6+ years,Google Cloud|Node.js|PostgreSQL|TypeScript,senior,product_engineering,agent_workflows|customer_implementation|workflow_automation|infra_platform|internal_tools,agents|llm_applications|voice_audio|health_ai,,0,keyword,0.9,0,2026-07-08T02:52:37Z
waas-90166,yc-27051,Unthread,AI Application Engineer,https://www.workatastartup.com/jobs/90166,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$150K - $200K,0.10% - 1.00%,6+ years,,mid,product_engineering,agent_workflows|customer_implementation|workflow_automation|infra_platform|internal_tools,agents|llm_applications|voice_audio|health_ai,,0,keyword,0.9,0,2026-07-08T02:52:37Z
waas-97120,yc-29001,VectorShift,"Frontend Engineer (Poland, Romania, Ukraine)",https://www.workatastartup.com/jobs/97120,workatastartup,PL / UA / RO / Remote (PL; UA; RO),remote,remote_us,,Full-time,$25K - $45K,,Any (new grads ok),,mid,product_engineering,infra_platform,,,0,keyword,0.9,0,2026-07-08T02:52:45Z
waas-97122,yc-29001,VectorShift,Backend Engineer (India),https://www.workatastartup.com/jobs/97122,workatastartup,IN / Remote (IN),remote,remote_us,,Full-time,$20K - $30K,,Any (new grads ok),,mid,product_engineering,infra_platform,llm_applications,,0,keyword,0.9,0,2026-07-08T02:52:45Z
waas-97123,yc-29001,VectorShift,Frontend Engineer (India),https://www.workatastartup.com/jobs/97123,workatastartup,IN / Remote (IN),remote,remote_us,,Full-time,$15K - $30K,,Any (new grads ok),,mid,product_engineering,infra_platform,,,0,keyword,0.9,0,2026-07-08T02:52:45Z
waas-97125,yc-29001,VectorShift,Frontend Engineer (Philippines),https://www.workatastartup.com/jobs/97125,workatastartup,PH / Remote (PH),remote,remote_us,,Full-time,$15K - $30K,,Any (new grads ok),,mid,product_engineering,infra_platform,,,0,keyword,0.9,0,2026-07-08T02:52:45Z
waas-96751,yc-29001,VectorShift,Chief of Staff,https://www.workatastartup.com/jobs/96751,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$125K - $175K,0.10% - 0.30%,Any (new grads ok),,head,founder_operator_generalist,reporting_bi,finance_ai,,0,keyword,0.9,0,2026-07-08T02:52:45Z
waas-95326,yc-29001,VectorShift,AI Engineer,https://www.workatastartup.com/jobs/95326,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$150K - $250K,0.10% - 0.30%,1+ years,,mid,ai_ml_engineering,data_pipeline|model_eval_observability|agent_workflows|workflow_automation|infra_platform,agents|llm_applications,,1,keyword,0.9,0,2026-07-08T02:52:45Z
waas-98420,yc-29001,VectorShift,Product Manager - Platform (India),https://www.workatastartup.com/jobs/98420,workatastartup,IN / Remote (IN),remote,remote_us,,Full-time,$20K - $40K,,Any (new grads ok),,mid,product_management,agent_workflows,agents|devtools_ai,,0,keyword,0.9,0,2026-07-08T02:52:45Z
waas-96511,yc-29001,VectorShift,QA Engineer,https://www.workatastartup.com/jobs/96511,workatastartup,IN / Remote (IN),remote,remote_us,,Full-time,$10K - $20K,,Any (new grads ok),,mid,product_engineering,reporting_bi,,,0,keyword,0.9,0,2026-07-08T02:52:45Z
waas-69135,yc-28366,Vendora,Full Stack Software Engineer at Vendora (W23),https://www.workatastartup.com/jobs/69135,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$70K - $160K,0.15% - 0.80%,Any (new grads ok),Express|JavaScript|MongoDB|Node.js|PostgreSQL|React|React Native|TypeScript|Next.js,mid,product_engineering,model_eval_observability|agent_workflows|infra_platform,agents|llm_applications|robotics,,0,keyword,0.9,0,2026-07-08T02:52:46Z
waas-96044,yc-1438,Voiceops,Founding Senior Account Executive (Midmarket/Enterprise),https://www.workatastartup.com/jobs/96044,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$300K,0.10% - 0.50%,3+ years,,founding,gtm_sales_cs,agent_workflows|workflow_automation|gtm_analytics,agents|voice_audio|health_ai|finance_ai,,0,keyword,0.9,0,2026-07-08T02:52:49Z
waas-95123,yc-1438,Voiceops,Founding AI Engineer,https://www.workatastartup.com/jobs/95123,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$200K - $250K,0.10% - 0.50%,3+ years,Amazon Web Services (AWS)|PostgreSQL|React|TypeScript|LLMs|AI Agents,founding,ai_ml_engineering,model_eval_observability|agent_workflows|gtm_analytics|infra_platform,agents|llm_applications|voice_audio|health_ai|finance_ai,founding_ai,1,keyword,0.9,0,2026-07-08T02:52:49Z
waas-92560,yc-31299,Wayco,Founding Full-Stack SWE,https://www.workatastartup.com/jobs/92560,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$100K - $150K,,3+ years,,founding,product_engineering,agent_workflows|workflow_automation|security_compliance|infra_platform,agents|llm_applications|voice_audio|health_ai|legal_ai|data_ai,,0,keyword,0.9,0,2026-07-08T02:52:50Z
waas-88318,yc-29510,Yarn,Founding Product Designer,https://www.workatastartup.com/jobs/88318,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$150K - $220K,0.75% - 1.25%,1+ years,,founding,design,agent_workflows,agents|llm_applications,,0,keyword,0.9,0,2026-07-08T02:52:53Z
waas-92447,yc-29510,Yarn,Founding Engineer,https://www.workatastartup.com/jobs/92447,workatastartup,"New York, NY, US",onsite,nyc_required,,Full-time,$170K - $225K,0.75% - 1.25%,3+ years,,founding,product_engineering,model_eval_observability|agent_workflows,agents|voice_audio,,0,keyword,0.9,0,2026-07-08T02:52:53Z
waas-94196,yc-29790,YouShift,Customer Success Manager,https://www.workatastartup.com/jobs/94196,workatastartup,MX / CO / ES / Remote (MX; CO; ES),remote,remote_us,,Full-time,$15K - $35K,,Any (new grads ok),,mid,gtm_sales_cs,,voice_audio|health_ai,,0,keyword,0.9,0,2026-07-08T02:52:54Z
